dis,ref,mos,pred
A0010_00_00.bmp,A0010.bmp,1492.1312,0.0010289400815963745
A0010_00_01.bmp,A0010.bmp,1397.4428,0.0024679750204086304
A0010_00_02.bmp,A0010.bmp,1543.2459,0.00013880431652069092
A0010_00_03.bmp,A0010.bmp,1515.0295,0.0007932931184768677
A0010_00_04.bmp,A0010.bmp,1467.121,0.0016967207193374634
A0010_00_05.bmp,A0010.bmp,1611.8061,0.00014466047286987305
A0010_00_06.bmp,A0010.bmp,1513.7124,0.00023387372493743896
A0010_00_07.bmp,A0010.bmp,1344.9394,0.0007657855749130249
A0010_00_08.bmp,A0010.bmp,1564.1514,0.00017987191677093506
A0010_00_09.bmp,A0010.bmp,1545.7206,0.0010317713022232056
A0010_00_10.bmp,A0010.bmp,1415.4665,0.0021003037691116333
A0010_00_11.bmp,A0010.bmp,1505.9435,0.00012490153312683105
A0010_01_00.bmp,A0010.bmp,1582.9888,0.00011157989501953125
A0010_01_01.bmp,A0010.bmp,1512.4943,0.0006851851940155029
A0010_01_02.bmp,A0010.bmp,1323.7629,0.0014545470476150513
A0010_01_03.bmp,A0010.bmp,1614.6601,8.730590343475342e-05
A0010_01_04.bmp,A0010.bmp,1422.955,0.0006034225225448608
A0010_01_05.bmp,A0010.bmp,1411.2205,0.0012875199317932129
A0010_01_06.bmp,A0010.bmp,1522.4109,5.5462121963500977e-05
A0010_01_07.bmp,A0010.bmp,1519.9579,0.0004922002553939819
A0010_01_08.bmp,A0010.bmp,1388.8629,0.001625552773475647
A0010_01_09.bmp,A0010.bmp,1601.2028,2.2202730178833008e-05
A0010_01_10.bmp,A0010.bmp,1557.3595,0.00020618736743927002
A0010_01_11.bmp,A0010.bmp,1520.3255,0.0005120187997817993
A0010_01_12.bmp,A0010.bmp,1624.7021,1.7210841178894043e-05
A0010_01_13.bmp,A0010.bmp,1611.0104,0.00018966197967529297
A0010_01_14.bmp,A0010.bmp,1476.5829,0.000490918755531311
A0010_01_15.bmp,A0010.bmp,1269.6335,0.002205073833465576
A0010_02_00.bmp,A0010.bmp,1491.0261,0.0011761337518692017
A0010_02_01.bmp,A0010.bmp,1608.3366,0.0011761337518692017
A0010_02_02.bmp,A0010.bmp,1610.3456,7.744133472442627e-05
A0010_02_03.bmp,A0010.bmp,1561.9819,0.00014516711235046387
A0010_02_04.bmp,A0010.bmp,1766.5766,0.006655693054199219
A0010_02_05.bmp,A0010.bmp,1405.8695,0.002603396773338318
A0010_02_06.bmp,A0010.bmp,1475.5644,0.001276955008506775
A0010_02_07.bmp,A0010.bmp,1498.3538,0.0006425082683563232
A0010_02_08.bmp,A0010.bmp,1475.23,0.0002765357494354248
A0010_02_09.bmp,A0010.bmp,1488.6213,0.0010826289653778076
A0010_03_00.bmp,A0010.bmp,1408.4934,0.0004870593547821045
A0010_03_01.bmp,A0010.bmp,1526.7626,0.00010706484317779541
A0010_03_02.bmp,A0010.bmp,1377.6437,0.00042879581451416016
A0010_03_03.bmp,A0010.bmp,1471.8775,0.000462949275970459
A0010_03_04.bmp,A0010.bmp,1425.4631,0.000462949275970459
A0010_03_05.bmp,A0010.bmp,1479.0004,0.00046299397945404053
A0010_03_06.bmp,A0010.bmp,1580.8948,0.00010602176189422607
A0010_03_07.bmp,A0010.bmp,1426.1284,0.0008596926927566528
A0010_03_08.bmp,A0010.bmp,1415.89,0.0006397366523742676
A0010_03_09.bmp,A0010.bmp,1381.5384,9.725987911224365e-05
A0010_03_10.bmp,A0010.bmp,1506.5598,0.0007129758596420288
A0010_03_11.bmp,A0010.bmp,1478.4784,0.0003430098295211792
A0010_03_12.bmp,A0010.bmp,1534.4737,0.00010204315185546875
A0010_03_13.bmp,A0010.bmp,1440.0787,0.00021947920322418213
A0010_03_14.bmp,A0010.bmp,1536.5628,0.00033146142959594727
A0010_03_15.bmp,A0010.bmp,1520.6863,0.00027295947074890137
A0010_03_16.bmp,A0010.bmp,1446.7638,0.0008406788110733032
A0010_03_17.bmp,A0010.bmp,1489.3506,0.0001232922077178955
A0010_03_18.bmp,A0010.bmp,1460.723,4.3258070945739746e-05
A0010_03_19.bmp,A0010.bmp,1479.9531,9.524822235107422e-05
A0010_03_20.bmp,A0010.bmp,1385.6622,0.000887751579284668
A0010_03_21.bmp,A0010.bmp,1465.8225,0.001882299780845642
A0010_03_22.bmp,A0010.bmp,1370.8739,0.0010166019201278687
A0010_03_23.bmp,A0010.bmp,1125.5982,0.0028677433729171753
A0010_04_00.bmp,A0010.bmp,1509.0292,4.871189594268799e-05
A0010_04_01.bmp,A0010.bmp,1402.8599,0.00027646124362945557
A0010_04_02.bmp,A0010.bmp,1609.3235,3.392994403839111e-05
A0010_04_03.bmp,A0010.bmp,1501.5939,0.0002940744161605835
A0010_04_04.bmp,A0010.bmp,1297.2529,0.0006533712148666382
A0010_04_05.bmp,A0010.bmp,1658.0922,0.0001293867826461792
A0010_04_06.bmp,A0010.bmp,1373.4376,0.0008737146854400635
A0010_04_07.bmp,A0010.bmp,1172.6235,0.003934890031814575
A0010_04_08.bmp,A0010.bmp,1565.2755,7.548928260803223e-05
A0010_04_09.bmp,A0010.bmp,1426.469,0.00070171058177948
A0010_04_10.bmp,A0010.bmp,1292.4061,0.0015272796154022217
A0010_04_11.bmp,A0010.bmp,1385.4119,0.00037117302417755127
A0010_04_12.bmp,A0010.bmp,1558.8749,4.076957702636719e-05
A0010_05_00.bmp,A0010.bmp,1361.9307,0.0010150372982025146
A0010_05_01.bmp,A0010.bmp,1170.8325,0.0036670565605163574
A0010_05_02.bmp,A0010.bmp,1207.2384,0.0028368383646011353
A0010_05_03.bmp,A0010.bmp,1077.6272,0.006397634744644165
A0010_05_04.bmp,A0010.bmp,1404.0243,0.00024366378784179688
A0010_05_05.bmp,A0010.bmp,1221.4828,0.0007916092872619629
A0010_05_06.bmp,A0010.bmp,1261.8705,0.0005615055561065674
A0010_05_07.bmp,A0010.bmp,1162.8322,0.001206710934638977
A0010_05_08.bmp,A0010.bmp,1172.661,0.002159208059310913
A0010_05_09.bmp,A0010.bmp,1306.6648,0.0007236301898956299
A0010_05_10.bmp,A0010.bmp,1450.2316,0.00017504394054412842
A0010_05_11.bmp,A0010.bmp,1466.0508,0.0002721548080444336
A0010_05_12.bmp,A0010.bmp,1443.5308,0.0003477931022644043
A0010_05_13.bmp,A0010.bmp,1311.4694,0.00010602176189422607
A0010_06_00.bmp,A0010.bmp,1387.61,0.0010755956172943115
A0010_06_01.bmp,A0010.bmp,1333.7489,0.001009032130241394
A0010_06_02.bmp,A0010.bmp,1409.3063,0.0028442740440368652
A0010_06_03.bmp,A0010.bmp,1469.992,0.0021350979804992676
A0010_06_04.bmp,A0010.bmp,1300.1184,7.419288158416748e-05
A0010_06_05.bmp,A0010.bmp,1543.7025,2.7239322662353516e-05
A0010_06_06.bmp,A0010.bmp,1611.7125,0.018787696957588196
A0010_06_07.bmp,A0010.bmp,1574.8528,0.00350131094455719
A0010_06_08.bmp,A0010.bmp,1609.7277,1.2546777725219727e-05
A0010_06_09.bmp,A0010.bmp,1537.3276,5.3554773330688477e-05
A0010_06_10.bmp,A0010.bmp,1471.1686,0.0002734065055847168
A0010_06_11.bmp,A0010.bmp,1448.703,0.002074405550956726
A0010_06_12.bmp,A0010.bmp,1379.718,0.003438979387283325
A0010_06_13.bmp,A0010.bmp,1292.3206,0.003894910216331482
A0010_06_14.bmp,A0010.bmp,1408.9503,0.0032908469438552856
A0010_06_15.bmp,A0010.bmp,1262.8769,0.006753087043762207
A0010_06_16.bmp,A0010.bmp,1521.1994,5.781650543212891e-06
A0010_06_17.bmp,A0010.bmp,1529.3003,7.426738739013672e-05
A0010_06_18.bmp,A0010.bmp,1495.014,0.0002050250768661499
A0010_06_19.bmp,A0010.bmp,1545.1425,7.261335849761963e-05
A0010_06_20.bmp,A0010.bmp,1442.0158,7.252395153045654e-05
A0010_06_21.bmp,A0010.bmp,1585.556,7.714331150054932e-05
A0010_06_22.bmp,A0010.bmp,1498.1973,4.9695372581481934e-05
A0010_06_23.bmp,A0010.bmp,1511.4752,2.205371856689453e-06
A0010_06_24.bmp,A0010.bmp,1591.1947,1.3381242752075195e-05
A0010_06_25.bmp,A0010.bmp,1462.0684,5.303323268890381e-05
A0010_06_26.bmp,A0010.bmp,1463.3668,7.700920104980469e-05
A0027_00_00.bmp,A0027.bmp,1519.3898,0.002288818359375
A0027_00_01.bmp,A0027.bmp,1381.7487,0.006152540445327759
A0027_00_02.bmp,A0027.bmp,1604.4955,0.0001878589391708374
A0027_00_03.bmp,A0027.bmp,1454.7168,0.001545533537864685
A0027_00_04.bmp,A0027.bmp,1449.7403,0.003756582736968994
A0027_00_05.bmp,A0027.bmp,1537.2687,0.0002932548522949219
A0027_00_06.bmp,A0027.bmp,1520.1301,0.0010215044021606445
A0027_00_07.bmp,A0027.bmp,1372.4774,0.003038749098777771
A0027_00_08.bmp,A0027.bmp,1564.389,0.00032016634941101074
A0027_00_09.bmp,A0027.bmp,1535.3086,0.0026607662439346313
A0027_00_10.bmp,A0027.bmp,1463.0032,0.005350843071937561
A0027_00_11.bmp,A0027.bmp,1411.7324,0.00014926493167877197
A0027_01_00.bmp,A0027.bmp,1517.0844,9.462237358093262e-05
A0027_01_01.bmp,A0027.bmp,1469.559,0.001124560832977295
A0027_01_02.bmp,A0027.bmp,1396.2018,0.0024794042110443115
A0027_01_03.bmp,A0027.bmp,1496.3854,8.29547643661499e-05
A0027_01_04.bmp,A0027.bmp,1483.8521,0.0009116530418395996
A0027_01_05.bmp,A0027.bmp,1427.1132,0.0023758113384246826
A0027_01_06.bmp,A0027.bmp,1414.8166,3.950297832489014e-05
A0027_01_07.bmp,A0027.bmp,1541.448,0.0005042552947998047
A0027_01_08.bmp,A0027.bmp,1378.4026,0.0017768144607543945
A0027_01_09.bmp,A0027.bmp,1530.1634,3.358721733093262e-05
A0027_01_10.bmp,A0027.bmp,1436.9101,0.00026376545429229736
A0027_01_11.bmp,A0027.bmp,1419.4433,0.0008283406496047974
A0027_01_12.bmp,A0027.bmp,1544.3999,3.3095479011535645e-05
A0027_01_13.bmp,A0027.bmp,1504.5788,0.000256463885307312
A0027_01_14.bmp,A0027.bmp,1540.6209,0.0008410513401031494
A0027_01_15.bmp,A0027.bmp,1398.6008,0.0038555413484573364
A0027_02_00.bmp,A0027.bmp,1427.3251,0.0022243261337280273
A0027_02_01.bmp,A0027.bmp,1544.2766,0.0022243261337280273
A0027_02_02.bmp,A0027.bmp,1513.4413,6.172060966491699e-05
A0027_02_03.bmp,A0027.bmp,1534.5999,0.0003541111946105957
A0027_02_04.bmp,A0027.bmp,1531.6355,0.005852073431015015
A0027_02_05.bmp,A0027.bmp,1376.5483,0.004770040512084961
A0027_02_06.bmp,A0027.bmp,1489.2767,0.0017329305410385132
A0027_02_07.bmp,A0027.bmp,1517.1201,0.0009380429983139038
A0027_02_08.bmp,A0027.bmp,1597.522,0.0009787678718566895
A0027_02_09.bmp,A0027.bmp,1556.7731,0.002836167812347412
A0027_03_00.bmp,A0027.bmp,1484.4954,0.0009974390268325806
A0027_03_01.bmp,A0027.bmp,1512.3753,0.00031751394271850586
A0027_03_02.bmp,A0027.bmp,1427.5039,0.0006147921085357666
A0027_03_03.bmp,A0027.bmp,1475.099,0.0008254200220108032
A0027_03_04.bmp,A0027.bmp,1408.0334,0.0008254200220108032
A0027_03_05.bmp,A0027.bmp,1450.9689,0.0008253604173660278
A0027_03_06.bmp,A0027.bmp,1594.6571,0.00040192902088165283
