dis,ref,mos,pred
img2.bmp,studentsculpture.bmp,15.512954417537026,0.14546161082883677
img3.bmp,rapids.bmp,24.09025497677203,0.13916085846722126
img4.bmp,dancers.bmp,68.99086164929872,0.3633298807673984
img5.bmp,churchandcapitol.bmp,74.39794796497739,0.32100585475564003
img6.bmp,dancers.bmp,69.2292141708657,0.38898494508531356
img7.bmp,churchandcapitol.bmp,53.578731920146005,0.22761358817418417
img8.bmp,stream.bmp,39.37667556675135,0.1905104418595632
img10.bmp,woman.bmp,43.42259860497224,0.26140354697902995
img12.bmp,sailing3.bmp,34.802951811201964,0.18304327751199403
img13.bmp,buildings.bmp,46.684096124058215,0.21279418841004372
img14.bmp,paintedhouse.bmp,45.679490649039394,0.2711896089216073
img15.bmp,bikes.bmp,12.692083542828538,0.1246445681899786
img17.bmp,stream.bmp,65.23107378633902,0.26713942736387253
img18.bmp,carnivaldolls.bmp,29.392249180595478,0.21416370736228096
img19.bmp,sailing1.bmp,3.8890621428635583,0.10909325660516818
img21.bmp,coinsinfountain.bmp,22.461157863083844,0.20306281993786493
img23.bmp,woman.bmp,35.59966912005858,0.22300329183538756
img26.bmp,manfishing.bmp,11.714566786308875,0.14921294587353864
img27.bmp,house.bmp,48.4017211733363,0.314574521034956
img28.bmp,coinsinfountain.bmp,70.94908661426099,0.43074368437131244
img29.bmp,buildings.bmp,63.64493591720355,0.283646581073602
img30.bmp,building2.bmp,75.20085071703139,0.42750714470942813
img31.bmp,ocean.bmp,23.258787473568606,0.138465146223704
img32.bmp,rapids.bmp,76.28674666689452,0.40585975100596744
img33.bmp,buildings.bmp,52.78563645111723,0.22745390484730402
img34.bmp,studentsculpture.bmp,8.613511703300915,0.13701199429730573
img37.bmp,ocean.bmp,25.85424903691081,0.17007643853624663
img38.bmp,sailing3.bmp,65.85757417524141,0.34537917748093605
img39.bmp,sailing4.bmp,26.96036839367697,0.21796855702996254
img40.bmp,paintedhouse.bmp,75.7811284764878,0.39807119220495224
img41.bmp,building2.bmp,43.696253511551454,0.2826419323682785
img42.bmp,womanhat.bmp,54.17424655185858,0.22841652855277061
img43.bmp,sailing1.bmp,67.6967798207526,0.42422571281592053
img44.bmp,flowersonih35.bmp,71.61970727692339,0.3997267584005992
img45.bmp,churchandcapitol.bmp,74.14564153374138,0.3535466616352399
img46.bmp,cemetry.bmp,73.09174201136065,0.4228830908735593
img47.bmp,house.bmp,48.08894690810563,0.3230206233759721
img48.bmp,cemetry.bmp,77.32511548366257,0.4396155426899592
img49.bmp,caps.bmp,13.501078103650578,0.18380097672343254
img51.bmp,lighthouse.bmp,20.523073789426263,0.15902318308750787
img52.bmp,sailing4.bmp,51.01138521337987,0.3081634044647217
img53.bmp,plane.bmp,62.47597192836157,0.24599275489648184
img55.bmp,sailing2.bmp,46.03974281634614,0.27104731897513074
img56.bmp,monarch.bmp,41.284025766832684,0.21492120064795017
img58.bmp,plane.bmp,5.651469652190897,0.12301684450358152
img59.bmp,sailing2.bmp,10.109294080950896,0.10555476415902376
img60.bmp,studentsculpture.bmp,63.37679236401009,0.32522350798050564
img61.bmp,monarch.bmp,21.457095198446538,0.14514643202225366
img62.bmp,sailing2.bmp,6.320751746555565,0.10439327235023181
img63.bmp,manfishing.bmp,30.07521146577485,0.19259763012329736
img65.bmp,dancers.bmp,82.98273370788651,0.5067984726693895
img68.bmp,caps.bmp,24.82662376759264,0.23074099173148474
img69.bmp,ocean.bmp,5.909674455410709,0.09413214835027854
img71.bmp,stream.bmp,80.12128273704799,0.36702537288268405
img74.bmp,lighthouse2.bmp,52.089829940493935,0.23965615779161453
img75.bmp,womanhat.bmp,11.035277608283096,0.1067679189145565
img77.bmp,coinsinfountain.bmp,12.523344239786704,0.14627756302555403
img78.bmp,bikes.bmp,30.57070176854073,0.16089972543219724
img79.bmp,carnivaldolls.bmp,79.16743675958446,0.4803021616405911
img80.bmp,house.bmp,20.566984747213432,0.18862750132878622
img81.bmp,rapids.bmp,44.74511025359578,0.17804928310215473
